stars,comment,date
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 23 February 2020
5.0 out of 5 stars,"









  
  
    
  Good deal

  
",Reviewed in India on 16 October 2018
3.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 16 December 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 4 December 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 16 November 2018
5.0 out of 5 stars,"









  
  
    
  Tasty

  
",Reviewed in India on 30 September 2019
1.0 out of 5 stars,"









  
  
    
  The items was missing and products quality was very poor all Maggi packet received very poor quality

  
",Reviewed in India on 25 June 2020
2.0 out of 5 stars,"









  
  
    
  Children s👶 Like

  
",Reviewed in India on 26 June 2019
5.0 out of 5 stars,"









  
  
    
  Maggi

  
",Reviewed in India on 17 March 2019
3.0 out of 5 stars,"









  
  
    
  Price is Too High

  
",Reviewed in India on 31 December 2018
5.0 out of 5 stars,"









  
  
    
  Love Maggi

  
",Reviewed in India on 13 August 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 12 August 2019
5.0 out of 5 stars,"









  
  
    
  Who needs a review on Maggie 😄 it's just tasty.

  
",Reviewed in India on 7 June 2020
5.0 out of 5 stars,"









  
  
    
  Love

  
",Reviewed in India on 28 January 2019
4.0 out of 5 stars,"









  
  
    
  Very good

  
",Reviewed in India on 5 October 2019
5.0 out of 5 stars,"









  
  
    
  I loved iyt

  
",Reviewed in India on 19 October 2019
5.0 out of 5 stars,"









  
  
    
  👌

  
",Reviewed in India on 17 March 2019
5.0 out of 5 stars,"









  
  
    
  Long non sticky...lol maggi😍😍

  
",Reviewed in India on 17 November 2018
5.0 out of 5 stars,"









  
  
    
  Nice flavor and packing

  
",Reviewed in India on 5 August 2020
3.0 out of 5 stars,"









  
  
    
  Best taste and packaging

  
",Reviewed in India on 5 March 2019
5.0 out of 5 stars,"









  
  
    
  Best product

  
",Reviewed in India on 1 January 2020
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 12 December 2018
5.0 out of 5 stars,"









  
  
    
  Suppppppppeeeerrrrrr....  Amazon rocksssss...  Good offer for foodie people.... Like me 😋😋😋😋😋

  
",Reviewed in India on 25 July 2019
5.0 out of 5 stars,"









  
  
    
  Good, fast delivery,good packing

  
",Reviewed in India on 17 November 2019
5.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 15 April 2019
5.0 out of 5 stars,"









  
  
    
  Maggie is maggie for years

  
",Reviewed in India on 16 June 2020
1.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 17 March 2019
4.0 out of 5 stars,"









  
  
    
  Very tasty

  
",Reviewed in India on 23 July 2019
3.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 12 September 2019
5.0 out of 5 stars,"









  
  
    
  Product is good but the packing very worst ,my one pack of maggi already cut by rat, great job 😠😠😠😠

  
",Reviewed in India on 15 July 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 29 November 2019
4.0 out of 5 stars,"









  
  
    
  Nice quality

  
",Reviewed in India on 19 October 2019
1.0 out of 5 stars,"









  
  
    
  Took more than 2 minutes to be made. Very disappointed.

  
",Reviewed in India on 23 May 2020
1.0 out of 5 stars,"









  
  
    
  Total damage or breakage product I dislike

  
",Reviewed in India on 8 June 2019
1.0 out of 5 stars,"









  
  
    
  I'm really disappointed with packaging of the product. I think a good packaging will show your product quality.

  
",Reviewed in India on 16 January 2020
5.0 out of 5 stars,"









  
  
    
  Good product by Amazon

  
",Reviewed in India on 27 October 2019
5.0 out of 5 stars,"









  
  
    
  Maggie you loved and will love as always

  
",Reviewed in India on 25 June 2020
5.0 out of 5 stars,"









  
  
    
  Perfect 🔥

  
",Reviewed in India on 3 June 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 11 December 2019
4.0 out of 5 stars,"









  
  
    
  Recieved product is totally damaged the product inside the package is totally crushed..

  
",Reviewed in India on 13 July 2020
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 23 August 2019
4.0 out of 5 stars,"









  
  
    
  Ok good

  
",Reviewed in India on 13 December 2018
3.0 out of 5 stars,"









  
  
    
  Its a little costly

  
",Reviewed in India on 27 October 2019
5.0 out of 5 stars,"









  
  
    
  Super

  
",Reviewed in India on 28 October 2019
4.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 21 November 2018
5.0 out of 5 stars,"









  
  
    
  Beautiful

  
",Reviewed in India on 27 July 2020
4.0 out of 5 stars,"









  
  
    
  Very Good

  
",Reviewed in India on 9 March 2020
4.0 out of 5 stars,"









  
  
    
  It's nicr

  
",Reviewed in India on 5 May 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 21 October 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 March 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 10 September 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 20 October 2019
5.0 out of 5 stars,"









  
  
    
  my daughter liked it always.Amazon please give supersaver deals in future

  
",Reviewed in India on 18 November 2018
1.0 out of 5 stars,"









  
  
    
  Prizes high

  
",Reviewed in India on 13 November 2018
5.0 out of 5 stars,"









  
  
    
  Sabb ki psnd maggi

  
",Reviewed in India on 7 February 2019
5.0 out of 5 stars,"









  
  
    
  As the brand is sufficient to explore

  
",Reviewed in India on 7 November 2019
5.0 out of 5 stars,"









  
  
    
  Everytime I purchase from Amazon it's a 5* never had any issues

  
",Reviewed in India on 14 February 2020
1.0 out of 5 stars,"









  
  
    
  All maggies are broken

  
",Reviewed in India on 6 July 2020
1.0 out of 5 stars,"









  
  
    
  Its like duplicate product.there is no flavor or it lost its flavour.i think they sending old stocks.

  
",Reviewed in India on 10 July 2020
5.0 out of 5 stars,"









  
  
    
  Value pack

  
",Reviewed in India on 13 February 2020
2.0 out of 5 stars,"









  
  
    
  The packets were crumpled and the noodles cakes inside the packets were all crushed!

  
",Reviewed in India on 13 May 2020
5.0 out of 5 stars,"









  
  
    
  Little bit the product is damage but over all good product go for it

  
",Reviewed in India on 10 June 2020
4.0 out of 5 stars,"









  
  
    
  To much Bad behavior delivery person  andProduct is good

  
",Reviewed in India on 10 July 2020
5.0 out of 5 stars,"









  
  
    
  Got it for rs 117. Saved my money

  
",Reviewed in India on 9 October 2019
5.0 out of 5 stars,"









  
  
    
  Nice combo pack

  
",Reviewed in India on 23 May 2020
5.0 out of 5 stars,"









  
  
    
  Product is fine

  
",Reviewed in India on 12 August 2020
5.0 out of 5 stars,"









  
  
    
  I ❤

  
",Reviewed in India on 20 April 2020
5.0 out of 5 stars,"









  
  
    
  Very tasty must buy..

  
",Reviewed in India on 14 October 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 5 October 2019
5.0 out of 5 stars,"









  
  
    
  Very good

  
",Reviewed in India on 29 October 2018
5.0 out of 5 stars,"









  
  
    
  Verg good

  
",Reviewed in India on 19 October 2018
3.0 out of 5 stars,"









  
  
    
  Not letest manufacturing date. We expect food must be letest manufacturing.

  
",Reviewed in India on 7 February 2020
5.0 out of 5 stars,"









  
  
    
  💯💯

  
",Reviewed in India on 24 January 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 7 June 2020
4.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 9 November 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 28 October 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 4 November 2019
5.0 out of 5 stars,"









  
  
    
  Good pord.

  
",Reviewed in India on 14 February 2020
1.0 out of 5 stars,"









  
  
    
  Product is damaged

  
",Reviewed in India on 21 May 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 April 2019
5.0 out of 5 stars,"









  
  
    
  Perfect

  
",Reviewed in India on 12 November 2018
1.0 out of 5 stars,"









  
  
    
  packaging makes everything worse, Everything gets crushed and it's useless

  
",Reviewed in India on 27 July 2020
4.0 out of 5 stars,"









  
  
    
  Tastes bad . 4 stars for the delivery

  
",Reviewed in India on 25 January 2019
5.0 out of 5 stars,"









  
  
    
  Got this product in 115rs .. Awesome purchase totally satisfied with the purchase.

  
",Reviewed in India on 26 October 2019
5.0 out of 5 stars,"









  
  
    
  Product was manufactured very recently.So it was very nice.Packaging was excellent.

  
",Reviewed in India on 21 April 2019
1.0 out of 5 stars,"









  
  
    
  Don’t buy... very small packets of Maggi which are not for sale..disappointed with product

  
",Reviewed in India on 23 July 2020
2.0 out of 5 stars,"









  
  
    
  One of the packet was defected

  
",Reviewed in India on 26 December 2018
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 30 September 2018
5.0 out of 5 stars,"









  
  
    
  10/10 for the flavour of the delicious Maggi masala. Very very tasty.

  
",Reviewed in India on 5 July 2020
5.0 out of 5 stars,"









  
  
    
  Seals the freshness for every batch. And Maggie is always the favorite thing

  
",Reviewed in India on 9 May 2019
5.0 out of 5 stars,"









  
  
    
  Paisha vasol

  
",Reviewed in India on 4 January 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 11 November 2019
5.0 out of 5 stars,"









  
  
    
  Great

  
",Reviewed in India on 26 February 2020
5.0 out of 5 stars,"









  
  
    
  Great

  
",Reviewed in India on 17 December 2019
5.0 out of 5 stars,"









  
  
    
  good quality

  
",Reviewed in India on 29 October 2019
5.0 out of 5 stars,"









  
  
    
  Very nice product...

  
",Reviewed in India on 5 October 2019
3.0 out of 5 stars,"









  
  
    
  Average

  
",Reviewed in India on 19 January 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 6 November 2018
5.0 out of 5 stars,"









  
  
    
  Asusual awesome

  
",Reviewed in India on 2 August 2020
1.0 out of 5 stars,"









  
  
    
  Very bad item and due to the delivery charge lost extra money

  
",Reviewed in India on 13 July 2019
5.0 out of 5 stars,"









  
  
    
  Nyc

  
",Reviewed in India on 7 February 2020
5.0 out of 5 stars,"









  
  
    
  It was perfect everything the delivery the packaging and the product.

  
",Reviewed in India on 3 December 2018
5.0 out of 5 stars,"









  
  
    
  Good one

  
",Reviewed in India on 20 February 2020
5.0 out of 5 stars,"









  
  
    
  Best product nd gud taste

  
",Reviewed in India on 8 February 2020
5.0 out of 5 stars,"









  
  
    
  maggi is good for taste and to satisfy the hunger, but health-wise not a good option

  
",Reviewed in India on 6 March 2020
5.0 out of 5 stars,"









  
  
    
  It was packed very good.It reached my home at time.Although all things were awesome.

  
",Reviewed in India on 9 March 2020
5.0 out of 5 stars,"









  
  
    
  Test mein Best

  
",Reviewed in India on 23 October 2019
5.0 out of 5 stars,"









  
  
    
  Love This

  
",Reviewed in India on 25 November 2018
5.0 out of 5 stars,"









  
  
    
  Love it

  
",Reviewed in India on 12 April 2019
4.0 out of 5 stars,"









  
  
    
  Gud product

  
",Reviewed in India on 19 October 2018
1.0 out of 5 stars,"









  
  
    
  Product water damage very bad👎Quality online maggi noodlesDon't purchase online

  
",Reviewed in India on 7 October 2019
3.0 out of 5 stars,"









  
  
    
  2 package damage

  
",Reviewed in India on 5 November 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 9 November 2019
3.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 7 December 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 18 July 2020
5.0 out of 5 stars,"









  
  
    
  Good product & packaging

  
",Reviewed in India on 7 October 2019
5.0 out of 5 stars,"









  
  
    
  Best ok

  
",Reviewed in India on 7 August 2019
5.0 out of 5 stars,"









  
  
    
  Best

  
",Reviewed in India on 7 August 2020
4.0 out of 5 stars,"









  
  
    
  Value to money just got in rs 107

  
",Reviewed in India on 1 November 2019
4.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 11 March 2020
5.0 out of 5 stars,"









  
  
    
  Yesterday I order today i got it.And one more thing maggi is fresh&same year manufacturer.Packing is also good.I like it.

  
",Reviewed in India on 30 September 2019
4.0 out of 5 stars,"









  
  
    
  All are good But packing are not good because of this many of the packets are damaged

  
",Reviewed in India on 2 March 2020
5.0 out of 5 stars,"









  
  
    
  Over all very good product with best flovour, I thik its value for money

  
",Reviewed in India on 16 October 2019
